farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,Water_Needed,Heat_Stress,Soil_Health,Water_Amount_Liters,Recommended_Fertilizer,Irrigation_Time,Rain_Impact,Farm_Efficiency
FARM00099,South USA,Rice,21.98,7.75,15.38,150.53,46.87,7.15,,Organic,7.71,2024-01-18,2024-04-28,99.69,2570.45,SEN00099,2024-01-05 02:00:00,21.99,72.39,0.69,Severe,1,Low,Poor,20,Bio-Fertilizer,Afternoon,High,Average
FARM00100,South India,Wheat,17.19,6.01,31.14,244.18,67.64,5.72,,Inorganic,41.32,2024-03-15,2024-07-26,131.3,5720.69,SEN00100,2024-01-05 03:00:00,31.45,82.46,0.46,,1,Low,Poor,30,NPK,Evening,High,Average
FARM00101,North India,Rice,14.89,6.18,32.06,238.38,60.69,8.87,Sprinkler,Organic,24.17,2024-03-11,2024-06-27,112.0,3500.4,SEN00101,2024-01-05 04:00:00,23.34,83.01,0.37,Mild,1,Medium,Poor,30,NPK,Evening,High,Average
FARM00102,South India,Cotton,23.62,6.87,22.63,241.69,68.94,8.05,Sprinkler,Mixed,20.83,2024-03-16,2024-07-17,123.56,3639.55,SEN00102,2024-01-05 05:00:00,14.55,88.24,0.52,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM00103,South India,Maize,44.49,6.87,15.37,305.4,51.47,8.16,Manual,Inorganic,12.69,2024-01-14,2024-06-09,151.11,3257.68,SEN00103,2024-01-05 06:00:00,33.94,87.77,0.37,Mild,0,Low,Average,10,NPK,Afternoon,High,Average
FARM00104,Central USA,Maize,20.73,5.98,36.82,227.54,70.57,4.1,Sprinkler,Organic,24.31,2024-02-21,2024-07-04,134.66,4092.25,SEN00104,2024-01-05 07:00:00,31.04,85.9,0.49,,1,Medium,Poor,20,Lime+Organic,Early Morning,High,Average
FARM00105,South USA,Soybean,18.4,6.42,21.04,149.94,78.99,7.6,Sprinkler,Organic,35.0,2024-02-25,2024-06-22,115.06,4665.17,SEN00105,2024-01-05 08:00:00,31.42,76.61,0.74,Severe,1,Low,Poor,30,Bio-Fertilizer,Evening,High,Good
FARM00106,South India,Maize,39.56,7.66,15.16,75.65,55.06,7.27,Manual,Organic,8.98,2024-03-04,2024-06-30,113.8,3426.72,SEN00106,2024-01-05 09:00:00,9.99,76.81,0.45,Mild,0,Low,Average,10,NPK,Afternoon,High,Average
FARM00107,North India,Maize,12.06,6.93,19.02,65.39,78.05,8.7,Sprinkler,Mixed,6.59,2024-03-23,2024-08-11,144.99,4403.66,SEN00107,2024-01-05 10:00:00,34.12,78.39,0.78,Moderate,1,Low,Poor,30,Organic Compost,Afternoon,High,Average
FARM00108,Central USA,Cotton,36.15,7.35,30.66,304.61,70.65,7.49,,Inorganic,27.59,2024-03-16,2024-08-10,141.96,2272.34,SEN00108,2024-01-05 11:00:00,12.82,70.43,0.68,Mild,0,Low,Average,10,Organic Compost,Evening,High,Average
FARM00109,South USA,Rice,7.9,6.15,21.28,114.01,78.87,8.89,Manual,Organic,40.26,2024-01-03,2024-05-15,132.22,6087.87,SEN00109,2024-01-05 12:00:00,25.35,85.42,0.62,,1,Low,Poor,30,Organic Compost,Evening,High,Good
FARM00110,South USA,Wheat,20.5,7.54,21.12,63.6,57.18,5.12,Manual,Mixed,13.33,2024-03-03,2024-07-26,139.06,3117.27,SEN00110,2024-01-05 13:00:00,14.48,81.1,0.31,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Average
FARM00111,South India,Rice,46.07,7.15,23.98,167.13,73.46,6.08,,Inorganic,13.66,2024-03-01,2024-07-19,140.31,4988.18,SEN00111,2024-01-05 14:00:00,11.17,74.5,0.44,Severe,0,Low,Good,10,Bio-Fertilizer,Evening,High,Good
FARM00112,North India,Maize,31.31,6.87,20.54,72.37,78.0,7.67,Sprinkler,Mixed,9.64,2024-03-23,2024-08-11,143.58,4730.52,SEN00112,2024-01-05 15:00:00,34.22,78.34,0.92,Moderate,1,Low,Average,20,Organic Compost,Evening,High,Good
FARM00113,East Africa,Cotton,12.71,6.27,22.52,282.86,79.12,5.53,Sprinkler,Organic,39.2,2024-01-14,2024-05-02,107.88,3147.18,SEN00113,2024-01-05 16:00:00,33.66,75.66,0.42,Mild,1,Low,Poor,30,NPK,Evening,High,Average
FARM00114,South India,Cotton,34.22,7.35,18.63,187.03,84.27,8.1,Drip,Organic,22.3,2024-03-01,2024-07-20,131.53,2627.67,SEN00114,2024-01-05 17:00:00,21.57,81.95,0.41,Moderate,1,Low,Average,20,NPK,Afternoon,High,Average
FARM00115,North India,Maize,31.45,7.28,30.72,84.19,57.74,9.55,Manual,Inorganic,37.89,2024-01-23,2024-05-16,117.92,3253.31,SEN00115,2024-01-05 18:00:00,16.28,70.77,0.59,Moderate,1,Low,Average,20,Organic Compost,Evening,High,Average
FARM00116,South India,Maize,41.55,7.54,26.69,170.74,42.87,5.18,Sprinkler,Mixed,24.51,2024-03-11,2024-07-08,116.76,5176.08,SEN00116,2024-01-05 19:00:00,32.58,70.62,0.66,Moderate,0,Low,Average,10,Organic Compost,Evening,High,Good
FARM00117,Central USA,Soybean,33.13,6.11,28.0,91.21,93.63,8.49,Sprinkler,Inorganic,5.92,2024-03-11,2024-07-29,149.55,5790.0,SEN00117,2024-01-05 20:00:00,16.51,85.82,0.34,,0,Low,Average,20,NPK,Evening,High,Good
FARM00118,South India,Wheat,12.27,5.26,26.0,221.77,70.06,5.64,,Inorganic,38.68,2024-03-15,2024-07-26,135.19,5647.7,SEN00118,2024-01-05 21:00:00,31.38,82.32,0.33,,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM00119,North India,Cotton,30.44,6.49,17.61,51.51,53.17,8.01,,Mixed,41.9,2024-03-28,2024-07-02,100.62,5663.83,SEN00119,2024-01-05 22:00:00,15.57,88.12,0.65,Severe,1,Low,Average,20,Bio-Fertilizer,Afternoon,High,Good
FARM00120,North India,Maize,13.29,5.74,24.54,65.42,76.36,4.78,Sprinkler,Organic,19.53,2024-01-26,2024-06-21,136.71,4466.09,SEN00120,2024-01-05 23:00:00,31.61,72.57,0.41,Moderate,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM00121,Central USA,Cotton,14.07,7.15,32.75,113.09,60.83,7.97,,Inorganic,30.65,2024-03-08,2024-07-30,140.95,5836.15,SEN00121,2024-01-06 00:00:00,29.26,72.96,0.39,Mild,1,Medium,Poor,30,NPK,Evening,High,Average
FARM00122,Central USA,Cotton,15.25,6.93,24.41,151.64,61.22,5.49,,Mixed,15.37,2024-03-15,2024-07-30,140.03,5845.25,SEN00122,2024-01-06 01:00:00,17.26,86.28,0.92,Severe,1,Low,Poor,30,Bio-Fertilizer,Evening,High,Good
FARM00123,East Africa,Soybean,40.45,6.48,25.05,258.59,83.16,5.45,Manual,Mixed,46.34,2024-01-07,2024-06-02,146.84,5479.9,SEN00123,2024-01-06 02:00:00,11.58,87.76,0.48,,0,Low,Average,10,NPK,Evening,High,Good
FARM00124,South USA,Rice,15.09,6.02,19.94,86.36,76.97,10.35,Manual,Organic,45.21,2024-01-03,2024-05-15,125.1,5947.29,SEN00124,2024-01-06 03:00:00,25.05,85.47,0.64,,1,Low,Poor,30,Organic Compost,Afternoon,High,Good
FARM00125,South USA,Rice,18.32,7.25,24.75,180.84,70.23,8.58,,Inorganic,42.63,2024-02-28,2024-06-09,96.19,3814.57,SEN00125,2024-01-06 04:00:00,20.69,78.44,0.76,,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM00126,East Africa,Soybean,30.41,6.88,24.6,262.21,84.22,5.56,Manual,Organic,3.49,2024-01-15,2024-05-24,130.21,5198.69,SEN00126,2024-01-06 05:00:00,30.2,90.22,0.69,Moderate,1,Low,Average,20,Organic Compost,Evening,High,Good
FARM00127,North India,Rice,29.89,6.18,34.83,63.02,46.54,5.11,Sprinkler,Inorganic,14.48,2024-01-21,2024-04-29,98.44,5652.98,SEN00127,2024-01-06 06:00:00,11.9,73.24,0.56,Moderate,1,Medium,Poor,20,Organic Compost,Early Morning,High,Good
FARM00128,South USA,Wheat,39.46,6.74,17.95,184.16,91.56,3.54,Drip,Organic,35.3,2024-03-14,2024-07-08,105.94,5417.14,SEN00128,2024-01-06 07:00:00,24.35,84.73,0.92,,0,Low,Average,10,Organic Compost,Afternoon,High,Good
FARM00129,South India,Maize,42.12,7.18,22.46,233.57,55.86,9.21,Sprinkler,Organic,39.88,2024-02-13,2024-06-27,142.92,5497.14,SEN00129,2024-01-06 08:00:00,9.98,88.66,0.75,,0,Low,Average,10,Organic Compost,Evening,High,Good
FARM00130,Central USA,Cotton,17.8,5.77,16.83,183.35,29.78,7.86,Sprinkler,Inorganic,32.75,2024-03-07,2024-06-22,106.96,2198.75,SEN00130,2024-01-06 09:00:00,29.95,83.72,0.97,Severe,1,Low,Poor,30,Lime+Organic,Afternoon,High,Average
FARM00131,East Africa,Soybean,24.62,6.19,26.46,246.19,92.36,5.08,Manual,Organic,7.06,2024-01-15,2024-05-24,134.5,5092.54,SEN00131,2024-01-06 10:00:00,30.42,90.15,0.52,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM00132,South USA,Wheat,12.13,6.82,35.17,237.36,72.01,5.59,Drip,Mixed,25.06,2024-02-03,2024-06-05,129.35,5083.26,SEN00132,2024-01-06 11:00:00,29.69,80.15,0.8,Severe,1,Medium,Poor,30,Bio-Fertilizer,Early Morning,High,Good
FARM00133,Central USA,Soybean,20.6,5.45,29.75,272.33,75.26,9.64,Sprinkler,Inorganic,30.5,2024-02-11,2024-06-15,121.52,5169.8,SEN00133,2024-01-06 12:00:00,21.28,76.54,0.29,Mild,1,Low,Poor,20,Lime+Organic,Evening,High,Average
FARM00134,East Africa,Soybean,44.08,5.63,17.43,65.4,62.75,4.75,Drip,Mixed,32.89,2024-03-10,2024-06-29,111.74,5734.08,SEN00134,2024-01-06 13:00:00,12.73,89.86,0.46,Moderate,0,Low,Average,10,Lime+Organic,Afternoon,High,Good
FARM00135,Central USA,Maize,46.5,5.73,24.63,243.61,53.82,7.6,Drip,Inorganic,46.3,2024-01-06,2024-05-27,139.61,4930.2,SEN00135,2024-01-06 14:00:00,12.77,77.26,0.86,Severe,0,Low,Good,10,Lime+Organic,Evening,High,Good
FARM00136,North India,Rice,12.53,6.23,22.76,215.6,64.46,8.21,Sprinkler,Organic,7.03,2024-01-23,2024-04-22,94.05,2629.93,SEN00136,2024-01-06 15:00:00,23.17,85.5,0.7,Mild,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM00137,Central USA,Maize,12.88,5.54,28.85,239.55,70.56,6.93,Drip,Mixed,28.7,2024-01-19,2024-04-21,97.28,4622.23,SEN00137,2024-01-06 16:00:00,30.23,82.7,0.4,,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM00138,Central USA,Maize,15.23,7.19,27.37,201.84,84.13,7.49,Drip,Mixed,40.99,2024-02-22,2024-05-28,92.47,5961.69,SEN00138,2024-01-06 17:00:00,16.38,87.73,0.76,Mild,1,Low,Poor,30,Organic Compost,Evening,High,Good
FARM00139,North India,Maize,44.46,5.76,31.15,108.62,47.1,4.4,,Mixed,41.19,2024-02-19,2024-07-14,142.35,2838.89,SEN00139,2024-01-06 18:00:00,11.73,88.11,0.75,Mild,0,Low,Average,10,Lime+Organic,Evening,High,Average
FARM00140,Central USA,Rice,35.03,5.45,29.13,202.42,76.93,8.98,Drip,Mixed,32.93,2024-03-07,2024-08-02,143.06,2166.24,SEN00140,2024-01-06 19:00:00,23.52,89.86,0.6,Mild,0,Low,Average,10,Lime+Organic,Evening,High,Average
FARM00141,North India,Maize,30.92,7.72,20.87,285.49,87.58,4.98,Sprinkler,Inorganic,43.23,2024-02-11,2024-05-14,95.98,4430.36,SEN00141,2024-01-06 20:00:00,30.58,74.09,0.97,Mild,0,Low,Average,20,Organic Compost,Evening,High,Good
FARM00142,Central USA,Maize,29.57,5.89,19.88,92.97,75.64,7.69,,Mixed,30.79,2024-02-25,2024-06-28,122.05,5069.03,SEN00142,2024-01-06 21:00:00,15.55,74.89,0.69,,0,Low,Poor,20,Lime+Organic,Afternoon,High,Good
FARM00143,South India,Rice,35.04,7.43,23.18,187.19,78.66,8.45,,Inorganic,9.43,2024-03-01,2024-07-19,133.91,5223.86,SEN00143,2024-01-06 22:00:00,10.76,74.36,0.52,Severe,0,Low,Average,10,Bio-Fertilizer,Evening,High,Good
FARM00144,North India,Maize,30.92,6.34,32.12,223.14,67.23,9.72,Manual,Inorganic,43.79,2024-03-04,2024-06-03,93.09,3490.4,SEN00144,2024-01-06 23:00:00,26.52,74.1,0.73,Mild,1,Medium,Average,20,Organic Compost,Evening,High,Average
FARM00145,North India,Soybean,36.44,6.75,18.12,261.25,54.94,6.0,,Organic,2.01,2024-01-01,2024-04-14,98.12,3574.26,SEN00145,2024-01-07 00:00:00,18.98,75.61,0.79,Severe,0,Low,Average,10,Bio-Fertilizer,Afternoon,High,Good
FARM00146,South India,Soybean,47.09,7.41,28.63,223.16,97.96,3.71,Manual,Inorganic,41.52,2024-02-13,2024-07-04,137.39,4336.88,SEN00146,2024-01-07 01:00:00,21.98,80.03,0.81,Mild,0,Low,Good,10,Organic Compost,Evening,High,Good
FARM00147,East Africa,Wheat,9.04,7.24,27.39,91.31,32.78,6.71,Sprinkler,Inorganic,9.86,2024-02-12,2024-07-08,145.78,5743.39,SEN00147,2024-01-07 02:00:00,32.48,74.57,0.52,,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM00148,South India,Soybean,27.12,6.25,27.69,281.8,64.47,9.75,Drip,Organic,49.66,2024-03-04,2024-07-19,137.96,5869.67,SEN00148,2024-01-07 03:00:00,32.82,83.95,0.71,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Good
FARM00149,North India,Soybean,15.8,5.41,18.05,192.67,42.72,6.47,Manual,Organic,40.85,2024-01-23,2024-06-04,134.1,4295.68,SEN00149,2024-01-07 04:00:00,26.81,87.79,0.39,Severe,1,Low,Poor,30,Lime+Organic,Afternoon,High,Average
FARM00150,Central USA,Cotton,16.3,6.15,13.93,180.23,92.91,6.45,Drip,Mixed,8.11,2024-01-08,2024-04-19,104.09,5534.0,SEN00150,2024-01-07 05:00:00,13.87,72.83,0.69,Mild,1,Low,Poor,30,Organic Compost,Afternoon,High,Good
FARM00151,South USA,Rice,27.13,6.91,25.37,174.71,74.53,7.79,,Inorganic,36.61,2024-02-28,2024-06-09,96.94,3701.32,SEN00151,2024-01-07 06:00:00,20.11,78.59,0.81,,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM00152,Central USA,Maize,49.6,5.87,32.21,83.22,82.89,4.97,Manual,Mixed,35.65,2024-02-06,2024-06-14,133.4,2690.56,SEN00152,2024-01-07 07:00:00,30.15,85.91,0.59,Moderate,0,Medium,Good,10,Lime+Organic,Evening,High,Average
FARM00153,Central USA,Cotton,51.81,6.94,26.75,213.96,73.0,9.65,,Organic,14.97,2024-01-10,2024-04-14,94.3,2362.57,SEN00153,2024-01-07 08:00:00,28.57,89.13,0.68,,0,Low,Good,5,Organic Compost,Evening,High,Average
FARM00154,North India,Wheat,16.27,7.18,21.31,240.13,79.7,4.58,Sprinkler,Organic,27.7,2024-01-20,2024-05-30,134.46,2575.64,SEN00154,2024-01-07 09:00:00,28.18,82.51,0.49,Severe,1,Low,Poor,30,Bio-Fertilizer,Evening,High,Average
FARM00155,Central USA,Cotton,18.75,5.97,29.12,233.28,71.1,6.95,Manual,Organic,36.22,2024-02-16,2024-06-14,116.61,3989.4,SEN00155,2024-01-07 10:00:00,17.55,81.17,0.5,,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM00156,South India,Maize,24.3,7.75,26.88,83.18,65.44,5.88,Sprinkler,Mixed,37.05,2024-03-26,2024-07-03,90.38,2684.7,SEN00156,2024-01-07 11:00:00,10.93,76.33,0.39,Moderate,1,Low,Poor,20,NPK,Evening,High,Average
FARM00157,Central USA,Soybean,21.71,6.45,27.09,248.78,72.88,7.12,Drip,Mixed,45.35,2024-03-09,2024-06-08,98.28,2775.97,SEN00157,2024-01-07 12:00:00,29.02,88.51,0.46,Mild,1,Low,Poor,20,NPK,Evening,High,Average
FARM00158,South India,Wheat,30.02,5.81,28.49,261.33,58.64,3.27,,Organic,19.58,2024-03-16,2024-07-13,112.62,3511.09,SEN00158,2024-01-07 13:00:00,24.63,70.18,0.86,Moderate,0,Low,Average,20,Lime+Organic,Evening,High,Good
FARM00159,North India,Maize,38.96,6.8,30.01,86.73,54.73,10.08,Manual,Inorganic,41.2,2024-01-23,2024-05-16,110.01,3271.08,SEN00159,2024-01-07 14:00:00,16.23,70.95,0.66,Moderate,1,Low,Average,10,Organic Compost,Evening,High,Average
FARM00160,Central USA,Maize,10.28,6.33,23.72,286.83,73.44,7.83,Sprinkler,Mixed,28.24,2024-03-21,2024-07-17,122.19,4937.27,SEN00160,2024-01-07 15:00:00,30.33,82.74,0.72,Moderate,1,Low,Poor,30,Organic Compost,Evening,High,Good
FARM00161,Central USA,Soybean,39.25,5.49,18.08,263.52,65.34,9.33,Drip,Organic,44.03,2024-01-25,2024-06-04,135.22,2285.76,SEN00161,2024-01-07 16:00:00,19.6,84.57,0.82,Severe,1,Low,Average,10,Lime+Organic,Afternoon,High,Average
FARM00162,Central USA,Cotton,33.67,7.52,34.26,297.95,76.74,7.73,,Inorganic,35.27,2024-03-16,2024-08-10,149.69,2251.45,SEN00162,2024-01-07 17:00:00,12.52,70.37,0.68,Mild,0,Medium,Average,20,Organic Compost,Early Morning,High,Average
FARM00163,North India,Maize,32.9,6.8,34.12,215.3,70.6,9.56,Manual,Inorganic,33.22,2024-03-04,2024-06-03,79.77,3781.41,SEN00163,2024-01-07 18:00:00,26.56,74.18,0.8,Mild,1,Medium,Average,20,Organic Compost,Early Morning,High,Good
FARM00164,South India,Rice,23.15,6.71,29.4,110.88,74.8,8.9,Sprinkler,Organic,14.91,2024-03-10,2024-07-21,129.58,3379.77,SEN00164,2024-01-07 19:00:00,34.5,82.63,0.85,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM00165,South India,Maize,33.21,7.09,28.29,258.9,56.69,10.36,Manual,Organic,37.97,2024-02-17,2024-05-31,102.36,5909.14,SEN00165,2024-01-07 20:00:00,11.78,80.08,0.49,Severe,1,Low,Average,20,Bio-Fertilizer,Evening,High,Good
FARM00166,North India,Soybean,27.86,7.43,24.3,155.75,84.42,7.56,,Mixed,8.26,2024-03-21,2024-06-23,90.05,4166.88,SEN00166,2024-01-07 21:00:00,21.27,72.63,0.79,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Good
FARM00167,North India,Rice,15.48,6.84,21.21,195.21,72.07,6.69,Manual,Organic,7.1,2024-01-07,2024-06-02,142.37,4802.15,SEN00167,2024-01-07 22:00:00,12.35,86.81,0.82,,1,Low,Poor,30,Organic Compost,Evening,High,Good
FARM00168,North India,Maize,25.06,6.51,20.14,291.29,59.89,4.76,,Inorganic,48.82,2024-03-09,2024-07-28,146.19,2564.55,SEN00168,2024-01-07 23:00:00,12.05,82.3,0.7,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM00169,South India,Soybean,42.44,6.33,28.96,116.64,47.51,3.22,,Mixed,7.42,2024-03-11,2024-08-06,152.8,5089.99,SEN00169,2024-01-08 00:00:00,26.2,71.93,0.59,Moderate,0,Low,Average,10,Organic Compost,Evening,High,Good
FARM00170,South USA,Rice,39.62,5.61,30.13,264.53,50.01,8.21,Drip,Organic,40.04,2024-01-06,2024-05-01,111.81,4027.35,SEN00170,2024-01-08 01:00:00,31.85,87.9,0.34,,0,Low,Average,10,Lime+Organic,Evening,High,Average
FARM00171,Central USA,Maize,30.87,6.47,11.23,258.78,57.01,7.86,,Mixed,21.43,2024-02-01,2024-05-17,106.55,4019.13,SEN00171,2024-01-08 02:00:00,19.17,85.17,0.43,Severe,1,Low,Average,20,Bio-Fertilizer,Afternoon,High,Average
FARM00172,Central USA,Soybean,22.19,5.69,29.88,256.83,66.07,8.77,Sprinkler,Inorganic,23.95,2024-02-11,2024-06-15,119.08,5132.39,SEN00172,2024-01-08 03:00:00,21.09,76.41,0.46,Mild,1,Low,Poor,20,Lime+Organic,Evening,High,Average
FARM00173,South USA,Rice,27.71,6.64,31.23,207.65,43.65,7.25,,Organic,37.52,2024-02-10,2024-05-25,110.96,2864.13,SEN00173,2024-01-08 04:00:00,34.82,77.44,0.5,Mild,0,Low,Poor,20,Organic Compost,Evening,High,Average
FARM00174,North India,Maize,22.48,6.6,19.54,119.29,82.34,4.64,,Mixed,27.3,2024-02-01,2024-06-11,126.87,5923.95,SEN00174,2024-01-08 05:00:00,30.93,83.28,0.8,Mild,1,Low,Poor,20,Organic Compost,Afternoon,High,Good
FARM00175,South USA,Soybean,14.65,7.24,14.1,111.15,73.23,6.7,Sprinkler,Organic,9.89,2024-01-27,2024-04-30,89.51,4205.16,SEN00175,2024-01-08 06:00:00,34.26,77.47,0.76,Mild,1,Low,Poor,30,Organic Compost,Afternoon,High,Average
FARM00176,South India,Maize,14.22,5.63,25.22,293.35,76.19,6.75,Drip,Organic,28.53,2024-02-01,2024-05-13,109.93,5249.81,SEN00176,2024-01-08 07:00:00,22.93,74.19,0.72,Mild,1,Low,Poor,30,Lime+Organic,Evening,High,Good
FARM00177,East Africa,Cotton,24.29,7.79,22.83,118.45,36.97,8.13,Manual,Mixed,29.26,2024-03-28,2024-06-28,94.61,5997.78,SEN00177,2024-01-08 08:00:00,29.77,71.22,0.84,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM00178,South India,Maize,14.36,6.36,20.61,152.66,71.76,5.06,Manual,Organic,54.46,2024-03-17,2024-08-04,131.16,5770.52,SEN00178,2024-01-08 09:00:00,19.84,79.37,0.68,Moderate,1,Low,Poor,30,Organic Compost,Evening,High,Good
FARM00179,South USA,Maize,8.3,5.41,24.12,64.32,74.6,6.96,,Mixed,16.4,2024-02-06,2024-05-17,99.14,3552.08,SEN00179,2024-01-08 10:00:00,13.27,79.68,0.55,,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM00180,South USA,Cotton,39.7,6.16,20.78,213.89,49.46,10.08,Drip,Inorganic,20.64,2024-02-07,2024-05-30,111.86,5605.1,SEN00180,2024-01-08 11:00:00,26.35,89.46,0.39,Severe,1,Low,Average,10,Bio-Fertilizer,Evening,High,Good
FARM00181,East Africa,Cotton,12.63,6.65,22.13,288.21,91.96,7.56,Sprinkler,Mixed,9.21,2024-01-08,2024-04-09,82.63,2974.35,SEN00181,2024-01-08 12:00:00,31.77,74.35,0.33,Mild,1,Low,Poor,30,NPK,Evening,High,Average
FARM00182,Central USA,Cotton,40.81,5.25,28.75,189.62,57.02,8.36,,Mixed,35.38,2024-01-27,2024-05-08,93.77,5159.29,SEN00182,2024-01-08 13:00:00,32.21,70.93,0.65,Moderate,0,Low,Average,10,Lime+Organic,Evening,High,Good
FARM00183,Central USA,Rice,40.24,6.95,20.53,90.48,62.49,6.81,Manual,Inorganic,48.54,2024-02-23,2024-07-12,139.01,1996.76,SEN00183,2024-01-08 14:00:00,31.21,89.28,0.18,Severe,0,Low,Average,10,Bio-Fertilizer,Evening,High,Poor
FARM00184,South USA,Soybean,23.74,6.99,18.06,96.31,60.14,8.66,Sprinkler,Organic,14.16,2024-01-27,2024-04-30,98.77,4264.82,SEN00184,2024-01-08 15:00:00,34.25,77.9,0.69,Mild,1,Low,Poor,20,Organic Compost,Afternoon,High,Average
FARM00185,Central USA,Soybean,43.42,6.52,30.59,95.45,52.48,9.29,,Inorganic,36.45,2024-02-07,2024-05-27,116.21,2135.57,SEN00185,2024-01-08 16:00:00,33.96,70.5,0.86,Moderate,0,Low,Average,10,Organic Compost,Evening,High,Average
FARM00186,North India,Rice,0.0,6.76,16.57,222.78,44.79,8.3,Drip,Organic,23.89,2024-01-17,2024-05-11,125.19,4252.96,SEN00186,2024-01-08 17:00:00,25.91,87.54,0.72,Moderate,1,Low,Poor,30,Organic Compost,Afternoon,High,Average
FARM00187,North India,Maize,33.96,5.85,23.23,295.52,53.85,5.3,,Inorganic,46.09,2024-03-09,2024-07-28,142.12,2442.05,SEN00187,2024-01-08 18:00:00,11.67,82.06,0.8,Moderate,1,Low,Average,20,Lime+Organic,Evening,High,Average
FARM00188,South USA,Maize,40.17,6.48,27.82,63.22,45.88,8.31,Drip,Mixed,9.55,2024-02-13,2024-05-20,95.44,4196.49,SEN00188,2024-01-08 19:00:00,27.46,74.0,0.64,,1,Low,Average,10,Organic Compost,Evening,High,Good
FARM00189,South USA,Rice,47.96,6.0,14.68,186.29,50.75,10.14,Drip,Mixed,8.38,2024-01-27,2024-06-07,134.72,2104.75,SEN00189,2024-01-08 20:00:00,20.25,86.9,0.34,Mild,1,Low,Good,10,NPK,Afternoon,High,Average
FARM00190,North India,Soybean,24.91,5.99,16.21,67.37,76.5,9.86,Sprinkler,Mixed,17.81,2024-03-21,2024-08-06,139.65,5401.87,SEN00190,2024-01-08 21:00:00,17.57,78.87,0.85,Mild,1,Low,Poor,20,Lime+Organic,Afternoon,High,Good
FARM00191,East Africa,Soybean,27.91,6.27,29.13,60.55,72.21,5.56,Sprinkler,Mixed,14.03,2024-01-07,2024-04-14,93.9,6103.95,SEN00191,2024-01-08 22:00:00,27.42,85.82,0.31,Severe,0,Low,Poor,20,Bio-Fertilizer,Evening,High,Good
FARM00192,Central USA,Wheat,14.27,5.62,22.33,232.3,65.27,6.65,Drip,Organic,9.1,2024-03-20,2024-07-12,115.61,5076.12,SEN00192,2024-01-08 23:00:00,31.81,71.63,0.37,,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM00193,South India,Soybean,38.79,6.23,19.5,82.26,82.24,3.22,,Inorganic,44.81,2024-01-22,2024-05-19,118.8,4836.89,SEN00193,2024-01-09 00:00:00,15.21,84.6,0.53,Moderate,0,Low,Average,10,Organic Compost,Afternoon,High,Good
FARM00194,North India,Maize,14.23,5.34,34.54,250.97,52.78,6.05,Sprinkler,Mixed,8.69,2024-03-14,2024-07-14,130.98,2001.41,SEN00194,2024-01-09 01:00:00,34.57,83.42,0.6,Mild,1,Medium,Poor,30,Lime+Organic,Early Morning,High,Average
FARM00195,South USA,Maize,15.68,6.87,19.78,175.8,83.19,5.92,,Organic,8.44,2024-03-09,2024-06-21,101.92,3819.05,SEN00195,2024-01-09 02:00:00,17.58,78.22,0.44,Moderate,1,Low,Poor,30,NPK,Afternoon,High,Average
FARM00196,South USA,Wheat,16.68,6.74,37.09,156.03,78.49,4.99,Sprinkler,Mixed,16.94,2024-03-01,2024-07-04,124.2,3502.35,SEN00196,2024-01-09 03:00:00,35.01,88.53,0.49,,1,Medium,Poor,30,NPK,Early Morning,High,Average
FARM00197,Central USA,Rice,12.16,6.49,27.75,163.85,45.23,4.37,Drip,Inorganic,42.31,2024-03-20,2024-07-18,113.63,2858.1,SEN00197,2024-01-09 04:00:00,15.06,82.98,0.87,Severe,1,Low,Poor,30,Bio-Fertilizer,Evening,High,Average
FARM00198,South USA,Soybean,20.36,7.07,29.81,278.47,77.26,5.49,Drip,Organic,46.7,2024-02-14,2024-06-26,124.41,2532.29,SEN00198,2024-01-09 05:00:00,11.61,71.63,0.55,,1,Low,Poor,20,Organic Compost,Evening,High,Average
